HEP Code,HEP Name,Year,State,Cohort,Program,Amount
2246,Batchelor Institute of Indigenous Tertiary Education,2011,NT,non-aligned,RTS,"156,816 "
2246,Batchelor Institute of Indigenous Tertiary Education,2011,NT,non-aligned,JRE,"111,958 "
2246,Batchelor Institute of Indigenous Tertiary Education,2011,NT,non-aligned,SRE,"16,880 "
3003,Bond University ,2011,QLD,non-aligned,APA,"292,786 "
3003,Bond University ,2011,QLD,non-aligned,IPRS,"61,633 "
3003,Bond University ,2011,QLD,non-aligned,RIBG,"181,274 "
3003,Bond University ,2011,QLD,non-aligned,RTS,"678,220 "
3003,Bond University ,2011,QLD,non-aligned,JRE,"343,060 "
3003,Bond University ,2011,QLD,non-aligned,SRE,"204,827 "
2200,Central Queensland University,2011,QLD,RUN,APA,"682,548 "
2200,Central Queensland University,2011,QLD,RUN,IPRS,"61,633 "
2200,Central Queensland University,2011,QLD,RUN,RIBG,"209,810 "
2200,Central Queensland University,2011,QLD,RUN,RTS,"2,239,885 "
2200,Central Queensland University,2011,QLD,RUN,JRE,"1,291,254 "
2200,Central Queensland University,2011,QLD,RUN,SRE,"237,071 "
3001,Charles Darwin University,2011,NT,non-aligned,APA,"1,222,579 "
3001,Charles Darwin University,2011,NT,non-aligned,IPRS,"123,267 "
3001,Charles Darwin University,2011,NT,non-aligned,RIBG,"2,165,349 "
3001,Charles Darwin University,2011,NT,non-aligned,RTS,"3,638,685 "
3001,Charles Darwin University,2011,NT,non-aligned,JRE,"2,607,885 "
3001,Charles Darwin University,2011,NT,non-aligned,SRE,"1,191,057 "
3005,Charles Sturt University,2011,NSW,RUN,APA,"1,292,025 "
3005,Charles Sturt University,2011,NSW,RUN,IPRS,"123,267 "
3005,Charles Sturt University,2011,NSW,RUN,CTS,"43,764 "
3005,Charles Sturt University,2011,NSW,RUN,RIBG,"1,235,387 "
3005,Charles Sturt University,2011,NSW,RUN,RTS,"3,587,208 "
3005,Charles Sturt University,2011,NSW,RUN,JRE,"1,827,308 "
3005,Charles Sturt University,2011,NSW,RUN,SRE,"862,591 "
2236,Curtin University,2011,WA,ATN,APA,"5,133,138 "
2236,Curtin University,2011,WA,ATN,IPRS,"525,060 "
2236,Curtin University,2011,WA,ATN,CTS,"177,395 "
2236,Curtin University,2011,WA,ATN,RIBG,"2,657,649 "
2236,Curtin University,2011,WA,ATN,RTS,"15,002,957 "
2236,Curtin University,2011,WA,ATN,JRE,"9,222,665 "
2236,Curtin University,2011,WA,ATN,SRE,"1,760,606 "
3030,Deakin University,2011,VIC,ATN,APA,"3,382,102 "
3030,Deakin University,2011,VIC,ATN,IPRS,"325,575 "
3030,Deakin University,2011,VIC,ATN,CTS,"126,255 "
3030,Deakin University,2011,VIC,ATN,RIBG,"1,950,205 "
3030,Deakin University,2011,VIC,ATN,RTS,"10,131,298 "
3030,Deakin University,2011,VIC,ATN,JRE,"4,672,739 "
3030,Deakin University,2011,VIC,ATN,SRE,"1,274,613 "
2235,Edith Cowan University,2011,WA,non-aligned,APA,"1,651,791 "
2235,Edith Cowan University,2011,WA,non-aligned,IPRS,"184,900 "
2235,Edith Cowan University,2011,WA,non-aligned,CTS,"55,396 "
2235,Edith Cowan University,2011,WA,non-aligned,RIBG,"468,822 "
2235,Edith Cowan University,2011,WA,non-aligned,RTS,"4,414,846 "
2235,Edith Cowan University,2011,WA,non-aligned,JRE,"2,190,425 "
2235,Edith Cowan University,2011,WA,non-aligned,SRE,"526,154 "
2154,Federation University Australia,2011,VIC,RUN,APA,"631,015 "
2154,Federation University Australia,2011,VIC,RUN,IPRS,"61,633 "
2154,Federation University Australia,2011,VIC,RUN,RIBG,"181,519 "
2154,Federation University Australia,2011,VIC,RUN,RTS,"1,887,109 "
2154,Federation University Australia,2011,VIC,RUN,JRE,"881,510 "
2154,Federation University Australia,2011,VIC,RUN,SRE,"205,103 "
3029,Flinders University,2011,SA,IRU,APA,"3,363,000 "
3029,Flinders University,2011,SA,IRU,IPRS,"320,399 "
3029,Flinders University,2011,SA,IRU,CTS,"117,872 "
3029,Flinders University,2011,SA,IRU,RIBG,"3,225,024 "
3029,Flinders University,2011,SA,IRU,RTS,"10,205,038 "
3029,Flinders University,2011,SA,IRU,JRE,"6,058,593 "
3029,Flinders University,2011,SA,IRU,SRE,"1,819,193 "
3032,Griffith University,2011,QLD,IRU,APA,"4,398,422 "
3032,Griffith University,2011,QLD,IRU,IPRS,"431,433 "
3032,Griffith University,2011,QLD,IRU,CTS,"155,459 "
3032,Griffith University,2011,QLD,IRU,RIBG,"3,473,217 "
3032,Griffith University,2011,QLD,IRU,RTS,"12,941,869 "
3032,Griffith University,2011,QLD,IRU,JRE,"7,171,172 "
3032,Griffith University,2011,QLD,IRU,SRE,"1,922,505 "
1019,James Cook University,2011,QLD,IRU,APA,"2,254,445 "
1019,James Cook University,2011,QLD,IRU,IPRS,"211,718 "
1019,James Cook University,2011,QLD,IRU,RIBG,"2,665,022 "
1019,James Cook University,2011,QLD,IRU,RTS,"7,808,726 "
1019,James Cook University,2011,QLD,IRU,JRE,"3,629,647 "
1019,James Cook University,2011,QLD,IRU,SRE,"1,616,484 "
3020,La Trobe University,2011,VIC,IRU,APA,"3,560,185 "
3020,La Trobe University,2011,VIC,IRU,IPRS,"352,392 "
3020,La Trobe University,2011,VIC,IRU,RIBG,"2,805,756 "
3020,La Trobe University,2011,VIC,IRU,RTS,"11,014,496 "
3020,La Trobe University,2011,VIC,IRU,JRE,"6,085,826 "
3020,La Trobe University,2011,VIC,IRU,SRE,"1,559,856 "
3025,Macquarie University,2011,NSW,non-aligned,APA,"4,424,381 "
3025,Macquarie University,2011,NSW,non-aligned,IPRS,"431,433 "
3025,Macquarie University,2011,NSW,non-aligned,RIBG,"2,724,901 "
3025,Macquarie University,2011,NSW,non-aligned,RTS,"12,077,084 "
3025,Macquarie University,2011,NSW,non-aligned,JRE,"5,523,675 "
3025,Macquarie University,2011,NSW,non-aligned,SRE,"1,868,784 "
3035,Monash University,2011,VIC,Go8,APA,"15,306,900 "
3035,Monash University,2011,VIC,Go8,IPRS,"1,540,833 "
3035,Monash University,2011,VIC,Go8,CTS,"531,676 "
3035,Monash University,2011,VIC,Go8,RIBG,"19,862,907 "
3035,Monash University,2011,VIC,Go8,RTS,"46,794,973 "
3035,Monash University,2011,VIC,Go8,JRE,"24,195,947 "
3035,Monash University,2011,VIC,Go8,SRE,"10,201,371 "
1034,Murdoch University,2011,WA,IRU,APA,"2,502,654 "
1034,Murdoch University,2011,WA,IRU,IPRS,"273,351 "
1034,Murdoch University,2011,WA,IRU,RIBG,"1,685,301 "
1034,Murdoch University,2011,WA,IRU,RTS,"8,536,538 "
1034,Murdoch University,2011,WA,IRU,JRE,"5,421,017 "
1034,Murdoch University,2011,WA,IRU,SRE,"1,069,358 "
3042,Queensland University of Technology,2011,QLD,non-aligned,APA,"5,629,047 "
3042,Queensland University of Technology,2011,QLD,non-aligned,IPRS,"572,108 "
3042,Queensland University of Technology,2011,QLD,non-aligned,CTS,"206,926 "
3042,Queensland University of Technology,2011,QLD,non-aligned,RIBG,"3,558,510 "
3042,Queensland University of Technology,2011,QLD,non-aligned,RTS,"16,080,734 "
3042,Queensland University of Technology,2011,QLD,non-aligned,JRE,"8,841,642 "
3042,Queensland University of Technology,2011,QLD,non-aligned,SRE,"2,153,470 "
3034,Royal Melbourne Institute of Technology,2011,VIC,ATN,APA,"4,228,812 "
3034,Royal Melbourne Institute of Technology,2011,VIC,ATN,IPRS,"440,843 "
3034,Royal Melbourne Institute of Technology,2011,VIC,ATN,CTS,"117,023 "
3034,Royal Melbourne Institute of Technology,2011,VIC,ATN,RIBG,"1,802,416 "
3034,Royal Melbourne Institute of Technology,2011,VIC,ATN,RTS,"13,744,456 "
3034,Royal Melbourne Institute of Technology,2011,VIC,ATN,JRE,"5,553,970 "
3034,Royal Melbourne Institute of Technology,2011,VIC,ATN,SRE,"1,186,533 "
3038,Southern Cross University,2011,NSW,RUN,APA,"1,322,215 "
3038,Southern Cross University,2011,NSW,RUN,IPRS,"123,267 "
3038,Southern Cross University,2011,NSW,RUN,CTS,"48,493 "
3038,Southern Cross University,2011,NSW,RUN,RIBG,"300,724 "
3038,Southern Cross University,2011,NSW,RUN,RTS,"3,486,329 "
3038,Southern Cross University,2011,NSW,RUN,JRE,"1,697,924 "
3038,Southern Cross University,2011,NSW,RUN,SRE,"339,797 "
2177,Swinburne University of Technology,2011,VIC,non-aligned,APA,"1,991,047 "
2177,Swinburne University of Technology,2011,VIC,non-aligned,IPRS,"184,900 "
2177,Swinburne University of Technology,2011,VIC,non-aligned,CTS,"71,849 "
2177,Swinburne University of Technology,2011,VIC,non-aligned,RIBG,"1,417,114 "
2177,Swinburne University of Technology,2011,VIC,non-aligned,RTS,"6,671,549 "
2177,Swinburne University of Technology,2011,VIC,non-aligned,JRE,"2,526,754 "
2177,Swinburne University of Technology,2011,VIC,non-aligned,SRE,"998,604 "
3033,The Australian National University,2011,ACT,Go8,APA,"10,306,662 "
3033,The Australian National University,2011,ACT,Go8,IPRS,"1,047,767 "
3033,The Australian National University,2011,ACT,Go8,CTS,"354,437 "
3033,The Australian National University,2011,ACT,Go8,RIBG,"14,140,140 "
3033,The Australian National University,2011,ACT,Go8,RTS,"32,868,095 "
3033,The Australian National University,2011,ACT,Go8,JRE,"15,890,184 "
3033,The Australian National University,2011,ACT,Go8,SRE,"8,034,624 "
3010,The University of Adelaide,2011,SA,Go8,APA,"8,807,257 "
3010,The University of Adelaide,2011,SA,Go8,IPRS,"885,450 "
3010,The University of Adelaide,2011,SA,Go8,RIBG,"13,231,057 "
3010,The University of Adelaide,2011,SA,Go8,RTS,"28,583,944 "
3010,The University of Adelaide,2011,SA,Go8,JRE,"15,286,266 "
3010,The University of Adelaide,2011,SA,Go8,SRE,"7,135,598 "
3036,The University of Melbourne,2011,VIC,Go8,APA,"22,136,422 "
3036,The University of Melbourne,2011,VIC,Go8,IPRS,"2,248,441 "
3036,The University of Melbourne,2011,VIC,Go8,CTS,"782,711 "
3036,The University of Melbourne,2011,VIC,Go8,RIBG,"30,361,619 "
3036,The University of Melbourne,2011,VIC,Go8,RTS,"70,578,754 "
3036,The University of Melbourne,2011,VIC,Go8,JRE,"37,573,669 "
3036,The University of Melbourne,2011,VIC,Go8,SRE,"17,392,804 "
3044,The University of Notre Dame Australia,2011,WA,non-aligned,APA,"115,916 "
3044,The University of Notre Dame Australia,2011,WA,non-aligned,IPRS,"61,633 "
3044,The University of Notre Dame Australia,2011,WA,non-aligned,CTS,"22,480 "
3044,The University of Notre Dame Australia,2011,WA,non-aligned,RIBG,"58,603 "
3044,The University of Notre Dame Australia,2011,WA,non-aligned,RTS,"330,136 "
3044,The University of Notre Dame Australia,2011,WA,non-aligned,JRE,"179,650 "
3044,The University of Notre Dame Australia,2011,WA,non-aligned,SRE,"66,217 "
3019,The University of Queensland,2011,QLD,Go8,APA,"17,573,793 "
3019,The University of Queensland,2011,QLD,Go8,IPRS,"1,763,372 "
3019,The University of Queensland,2011,QLD,Go8,CTS,"637,573 "
3019,The University of Queensland,2011,QLD,Go8,RIBG,"23,673,488 "
3019,The University of Queensland,2011,QLD,Go8,RTS,"55,288,264 "
3019,The University of Queensland,2011,QLD,Go8,JRE,"29,164,616 "
3019,The University of Queensland,2011,QLD,Go8,SRE,"10,817,075 "
3040,The University of Sydney,2011,NSW,Go8,APA,"20,664,788 "
3040,The University of Sydney,2011,NSW,Go8,IPRS,"2,092,710 "
3040,The University of Sydney,2011,NSW,Go8,CTS,"709,891 "
3040,The University of Sydney,2011,NSW,Go8,RIBG,"28,149,661 "
3040,The University of Sydney,2011,NSW,Go8,RTS,"63,814,876 "
3040,The University of Sydney,2011,NSW,Go8,JRE,"35,522,427 "
3040,The University of Sydney,2011,NSW,Go8,SRE,"14,626,528 "
1055,The University of Western Australia,2011,WA,Go8,APA,"9,947,859 "
1055,The University of Western Australia,2011,WA,Go8,IPRS,"998,366 "
1055,The University of Western Australia,2011,WA,Go8,CTS,"342,897 "
1055,The University of Western Australia,2011,WA,Go8,RIBG,"13,526,971 "
1055,The University of Western Australia,2011,WA,Go8,RTS,"32,482,896 "
1055,The University of Western Australia,2011,WA,Go8,JRE,"16,218,755 "
1055,The University of Western Australia,2011,WA,Go8,SRE,"7,051,050 "
2241,University of Canberra,2011,ACT,IRU,APA,"1,016,384 "
2241,University of Canberra,2011,ACT,IRU,IPRS,"105,859 "
2241,University of Canberra,2011,ACT,IRU,RIBG,"555,089 "
2241,University of Canberra,2011,ACT,IRU,RTS,"2,758,030 "
2241,University of Canberra,2011,ACT,IRU,JRE,"1,754,092 "
2241,University of Canberra,2011,ACT,IRU,SRE,"572,040 "
4331,University of Divinity,2011,VIC,non-aligned,APA,"257,728 "
4331,University of Divinity,2011,VIC,non-aligned,IPRS,"61,633 "
4331,University of Divinity,2011,VIC,non-aligned,RTS,"636,299 "
4331,University of Divinity,2011,VIC,non-aligned,JRE,"312,212 "
3039,University of New England,2011,NSW,RUN,APA,"2,303,987 "
3039,University of New England,2011,NSW,RUN,IPRS,"229,125 "
3039,University of New England,2011,NSW,RUN,RIBG,"964,879 "
3039,University of New England,2011,NSW,RUN,RTS,"7,075,998 "
3039,University of New England,2011,NSW,RUN,JRE,"2,965,119 "
3039,University of New England,2011,NSW,RUN,SRE,"795,464 "
3013,University of New South Wales,2011,NSW,Go8,APA,"17,441,716 "
3013,University of New South Wales,2011,NSW,Go8,IPRS,"1,745,494 "
3013,University of New South Wales,2011,NSW,Go8,CTS,"616,776 "
3013,University of New South Wales,2011,NSW,Go8,RIBG,"21,449,461 "
3013,University of New South Wales,2011,NSW,Go8,RTS,"55,556,075 "
3013,University of New South Wales,2011,NSW,Go8,JRE,"29,405,167 "
3013,University of New South Wales,2011,NSW,Go8,SRE,"11,593,490 "
3014,University of Newcastle,2011,NSW,ATN,APA,"4,806,097 "
3014,University of Newcastle,2011,NSW,ATN,IPRS,"493,067 "
3014,University of Newcastle,2011,NSW,ATN,RIBG,"5,481,602 "
3014,University of Newcastle,2011,NSW,ATN,RTS,"14,706,808 "
3014,University of Newcastle,2011,NSW,ATN,JRE,"8,538,861 "
3014,University of Newcastle,2011,NSW,ATN,SRE,"2,912,950 "
3027,University of South Australia,2011,SA,ATN,APA,"4,058,461 "
3027,University of South Australia,2011,SA,ATN,IPRS,"419,201 "
3027,University of South Australia,2011,SA,ATN,CTS,"144,244 "
3027,University of South Australia,2011,SA,ATN,RIBG,"2,711,901 "
3027,University of South Australia,2011,SA,ATN,RTS,"11,700,272 "
3027,University of South Australia,2011,SA,ATN,JRE,"7,283,889 "
3027,University of South Australia,2011,SA,ATN,SRE,"1,694,439 "
2201,University of Southern Queensland,2011,QLD,RUN,APA,"877,590 "
2201,University of Southern Queensland,2011,QLD,RUN,IPRS,"79,041 "
2201,University of Southern Queensland,2011,QLD,RUN,RIBG,"276,090 "
2201,University of Southern Queensland,2011,QLD,RUN,RTS,"2,340,347 "
2201,University of Southern Queensland,2011,QLD,RUN,JRE,"1,180,925 "
2201,University of Southern Queensland,2011,QLD,RUN,SRE,"311,962 "
3045,University of Tasmania,2011,TAS,non-aligned,APA,"4,538,537 "
3045,University of Tasmania,2011,TAS,non-aligned,IPRS,"461,074 "
3045,University of Tasmania,2011,TAS,non-aligned,RIBG,"5,553,624 "
3045,University of Tasmania,2011,TAS,non-aligned,RTS,"14,249,072 "
3045,University of Tasmania,2011,TAS,non-aligned,JRE,"8,091,343 "
3045,University of Tasmania,2011,TAS,non-aligned,SRE,"2,663,686 "
3016,University of Technology Sydney,2011,NSW,ATN,APA,"3,644,794 "
3016,University of Technology Sydney,2011,NSW,ATN,IPRS,"369,800 "
3016,University of Technology Sydney,2011,NSW,ATN,CTS,"133,330 "
3016,University of Technology Sydney,2011,NSW,ATN,RIBG,"2,080,042 "
3016,University of Technology Sydney,2011,NSW,ATN,RTS,"9,718,959 "
3016,University of Technology Sydney,2011,NSW,ATN,JRE,"4,837,101 "
3016,University of Technology Sydney,2011,NSW,ATN,SRE,"1,334,522 "
3043,University of the Sunshine Coast,2011,QLD,RUN,APA,"295,447 "
3043,University of the Sunshine Coast,2011,QLD,RUN,IPRS,"61,633 "
3043,University of the Sunshine Coast,2011,QLD,RUN,RIBG,"127,008 "
3043,University of the Sunshine Coast,2011,QLD,RUN,RTS,"725,910 "
3043,University of the Sunshine Coast,2011,QLD,RUN,JRE,"462,990 "
3043,University of the Sunshine Coast,2011,QLD,RUN,SRE,"143,511 "
1058,University of Wollongong,2011,NSW,non-aligned,APA,"3,953,126 "
1058,University of Wollongong,2011,NSW,non-aligned,IPRS,"399,441 "
1058,University of Wollongong,2011,NSW,non-aligned,CTS,"147,302 "
1058,University of Wollongong,2011,NSW,non-aligned,RIBG,"3,552,964 "
1058,University of Wollongong,2011,NSW,non-aligned,RTS,"11,609,226 "
1058,University of Wollongong,2011,NSW,non-aligned,JRE,"5,667,685 "
1058,University of Wollongong,2011,NSW,non-aligned,SRE,"2,239,263 "
3007,Victoria University,2011,VIC,non-aligned,APA,"1,636,700 "
3007,Victoria University,2011,VIC,non-aligned,IPRS,"158,082 "
3007,Victoria University,2011,VIC,non-aligned,CTS,"64,789 "
3007,Victoria University,2011,VIC,non-aligned,RIBG,"222,164 "
3007,Victoria University,2011,VIC,non-aligned,RTS,"4,766,600 "
3007,Victoria University,2011,VIC,non-aligned,JRE,"2,354,571 "
3007,Victoria University,2011,VIC,non-aligned,SRE,"251,029 "
3004,Western Sydney University,2011,NSW,IRU,APA,"2,651,030 "
3004,Western Sydney University,2011,NSW,IRU,IPRS,"246,533 "
3004,Western Sydney University,2011,NSW,IRU,CTS,"89,574 "
3004,Western Sydney University,2011,NSW,IRU,RIBG,"1,495,747 "
3004,Western Sydney University,2011,NSW,IRU,RTS,"7,318,974 "
3004,Western Sydney University,2011,NSW,IRU,JRE,"3,045,803 "
3004,Western Sydney University,2011,NSW,IRU,SRE,"1,174,187 "
3006,Australian Catholic University,2010,OTHER,non-aligned,APA,"598,628 "
3006,Australian Catholic University,2010,OTHER,non-aligned,IPRS,"56,296 "
3006,Australian Catholic University,2010,OTHER,non-aligned,CTS,"22,126 "
3006,Australian Catholic University,2010,OTHER,non-aligned,RIBG,"123,425 "
3006,Australian Catholic University,2010,OTHER,non-aligned,RTS,"1,684,168 "
3006,Australian Catholic University,2010,OTHER,non-aligned,JRE,"654,085 "
3006,Australian Catholic University,2010,OTHER,non-aligned,SRE,"283,457 "
2246,Batchelor Institute of Indigenous Tertiary Education,2010,NT,non-aligned,RIBG,"47,274 "
2246,Batchelor Institute of Indigenous Tertiary Education,2010,NT,non-aligned,RTS,"162,470 "
2246,Batchelor Institute of Indigenous Tertiary Education,2010,NT,non-aligned,JRE,"115,994 "
2246,Batchelor Institute of Indigenous Tertiary Education,2010,NT,non-aligned,SRE,"231,967 "
3003,Bond University ,2010,QLD,non-aligned,APA,"228,576 "
3003,Bond University ,2010,QLD,non-aligned,IPRS,"56,015 "
3003,Bond University ,2010,QLD,non-aligned,CTS,"22,126 "
3003,Bond University ,2010,QLD,non-aligned,RIBG,"181,164 "
3003,Bond University ,2010,QLD,non-aligned,RTS,"615,435 "
3003,Bond University ,2010,QLD,non-aligned,JRE,"266,038 "
3003,Bond University ,2010,QLD,non-aligned,SRE,"322,498 "
2200,Central Queensland University,2010,QLD,RUN,APA,"581,204 "
2200,Central Queensland University,2010,QLD,RUN,IPRS,"56,015 "
2200,Central Queensland University,2010,QLD,RUN,CTS,"22,126 "
2200,Central Queensland University,2010,QLD,RUN,RIBG,"197,544 "
2200,Central Queensland University,2010,QLD,RUN,RTS,"2,320,643 "
2200,Central Queensland University,2010,QLD,RUN,JRE,"1,337,807 "
2200,Central Queensland University,2010,QLD,RUN,SRE,"333,574 "
3001,Charles Darwin University,2010,NT,non-aligned,APA,"994,756 "
3001,Charles Darwin University,2010,NT,non-aligned,IPRS,"112,030 "
3001,Charles Darwin University,2010,NT,non-aligned,CTS,"36,663 "
3001,Charles Darwin University,2010,NT,non-aligned,RIBG,"2,051,806 "
3001,Charles Darwin University,2010,NT,non-aligned,RTS,"3,422,267 "
3001,Charles Darwin University,2010,NT,non-aligned,JRE,"2,398,419 "
3001,Charles Darwin University,2010,NT,non-aligned,SRE,"1,019,378 "
3005,Charles Sturt University,2010,NSW,RUN,APA,"1,057,929 "
3005,Charles Sturt University,2010,NSW,RUN,IPRS,"112,030 "
3005,Charles Sturt University,2010,NSW,RUN,CTS,"40,150 "
3005,Charles Sturt University,2010,NSW,RUN,RIBG,"1,284,938 "
3005,Charles Sturt University,2010,NSW,RUN,RTS,"3,504,261 "
3005,Charles Sturt University,2010,NSW,RUN,JRE,"1,893,188 "
3005,Charles Sturt University,2010,NSW,RUN,SRE,"781,852 "
2236,Curtin University,2010,WA,ATN,APA,"4,218,172 "
2236,Curtin University,2010,WA,ATN,IPRS,"514,129 "
2236,Curtin University,2010,WA,ATN,CTS,"149,746 "
2236,Curtin University,2010,WA,ATN,RIBG,"2,580,722 "
2236,Curtin University,2010,WA,ATN,RTS,"14,581,569 "
2236,Curtin University,2010,WA,ATN,JRE,"8,304,493 "
2236,Curtin University,2010,WA,ATN,SRE,"1,249,972 "
3030,Deakin University,2010,VIC,ATN,APA,"2,677,490 "
3030,Deakin University,2010,VIC,ATN,IPRS,"285,981 "
3030,Deakin University,2010,VIC,ATN,CTS,"95,297 "
3030,Deakin University,2010,VIC,ATN,RIBG,"2,083,130 "
3030,Deakin University,2010,VIC,ATN,RTS,"9,802,683 "
3030,Deakin University,2010,VIC,ATN,JRE,"4,240,017 "
3030,Deakin University,2010,VIC,ATN,SRE,"1,008,570 "
2235,Edith Cowan University,2010,WA,non-aligned,APA,"1,391,533 "
2235,Edith Cowan University,2010,WA,non-aligned,IPRS,"168,045 "
2235,Edith Cowan University,2010,WA,non-aligned,CTS,"46,797 "
2235,Edith Cowan University,2010,WA,non-aligned,RIBG,"370,897 "
2235,Edith Cowan University,2010,WA,non-aligned,RTS,"4,411,620 "
2235,Edith Cowan University,2010,WA,non-aligned,JRE,"2,033,631 "
2235,Edith Cowan University,2010,WA,non-aligned,SRE,"450,790 "
2154,Federation University Australia,2010,VIC,RUN,APA,"534,228 "
2154,Federation University Australia,2010,VIC,RUN,IPRS,"56,015 "
2154,Federation University Australia,2010,VIC,RUN,CTS,"22,126 "
2154,Federation University Australia,2010,VIC,RUN,RIBG,"270,207 "
2154,Federation University Australia,2010,VIC,RUN,RTS,"1,912,575 "
2154,Federation University Australia,2010,VIC,RUN,JRE,"854,453 "
2154,Federation University Australia,2010,VIC,RUN,SRE,"382,706 "
3029,Flinders University,2010,SA,IRU,APA,"2,809,670 "
3029,Flinders University,2010,SA,IRU,IPRS,"304,449 "
3029,Flinders University,2010,SA,IRU,CTS,"100,777 "
3029,Flinders University,2010,SA,IRU,RIBG,"3,058,101 "
3029,Flinders University,2010,SA,IRU,RTS,"10,188,915 "
3029,Flinders University,2010,SA,IRU,JRE,"6,075,050 "
3029,Flinders University,2010,SA,IRU,SRE,"1,359,450 "
3032,Griffith University,2010,QLD,IRU,APA,"3,619,096 "
3032,Griffith University,2010,QLD,IRU,IPRS,"403,223 "
3032,Griffith University,2010,QLD,IRU,CTS,"122,265 "
3032,Griffith University,2010,QLD,IRU,RIBG,"2,817,437 "
3032,Griffith University,2010,QLD,IRU,RTS,"12,962,657 "
3032,Griffith University,2010,QLD,IRU,JRE,"6,587,214 "
3032,Griffith University,2010,QLD,IRU,SRE,"1,192,170 "
1019,James Cook University,2010,QLD,IRU,APA,"1,941,237 "
1019,James Cook University,2010,QLD,IRU,IPRS,"255,074 "
1019,James Cook University,2010,QLD,IRU,CTS,"59,424 "
1019,James Cook University,2010,QLD,IRU,RIBG,"2,589,894 "
1019,James Cook University,2010,QLD,IRU,RTS,"8,090,264 "
1019,James Cook University,2010,QLD,IRU,JRE,"3,760,506 "
1019,James Cook University,2010,QLD,IRU,SRE,"1,153,382 "
3020,La Trobe University,2010,VIC,IRU,APA,"3,036,493 "
3020,La Trobe University,2010,VIC,IRU,IPRS,"336,091 "
3020,La Trobe University,2010,VIC,IRU,CTS,"97,768 "
3020,La Trobe University,2010,VIC,IRU,RIBG,"2,611,597 "
3020,La Trobe University,2010,VIC,IRU,RTS,"11,411,616 "
3020,La Trobe University,2010,VIC,IRU,JRE,"5,887,101 "
3020,La Trobe University,2010,VIC,IRU,SRE,"1,119,288 "
3025,Macquarie University,2010,NSW,non-aligned,APA,"3,484,517 "
3025,Macquarie University,2010,NSW,non-aligned,IPRS,"410,059 "
3025,Macquarie University,2010,NSW,non-aligned,CTS,"125,384 "
3025,Macquarie University,2010,NSW,non-aligned,RIBG,"2,877,982 "
3025,Macquarie University,2010,NSW,non-aligned,RTS,"11,533,105 "
3025,Macquarie University,2010,NSW,non-aligned,JRE,"5,689,009 "
3025,Macquarie University,2010,NSW,non-aligned,SRE,"1,409,432 "
3035,Monash University,2010,VIC,Go8,APA,"12,556,715 "
3035,Monash University,2010,VIC,Go8,IPRS,"1,389,261 "
3035,Monash University,2010,VIC,Go8,CTS,"433,475 "
3035,Monash University,2010,VIC,Go8,RIBG,"19,682,892 "
3035,Monash University,2010,VIC,Go8,RTS,"45,709,499 "
3035,Monash University,2010,VIC,Go8,JRE,"25,068,279 "
3035,Monash University,2010,VIC,Go8,SRE,"6,395,274 "
1034,Murdoch University,2010,WA,IRU,APA,"2,141,139 "
1034,Murdoch University,2010,WA,IRU,IPRS,"264,255 "
1034,Murdoch University,2010,WA,IRU,CTS,"63,646 "
1034,Murdoch University,2010,WA,IRU,RIBG,"1,959,934 "
1034,Murdoch University,2010,WA,IRU,RTS,"8,844,317 "
1034,Murdoch University,2010,WA,IRU,JRE,"4,963,336 "
1034,Murdoch University,2010,WA,IRU,SRE,"871,150 "
3042,Queensland University of Technology,2010,QLD,non-aligned,APA,"4,423,672 "
3042,Queensland University of Technology,2010,QLD,non-aligned,IPRS,"500,762 "
3042,Queensland University of Technology,2010,QLD,non-aligned,CTS,"159,537 "
3042,Queensland University of Technology,2010,QLD,non-aligned,RIBG,"3,349,629 "
3042,Queensland University of Technology,2010,QLD,non-aligned,RTS,"15,174,144 "
3042,Queensland University of Technology,2010,QLD,non-aligned,JRE,"7,705,942 "
3042,Queensland University of Technology,2010,QLD,non-aligned,SRE,"1,421,363 "
3034,Royal Melbourne Institute of Technology,2010,VIC,ATN,APA,"3,921,447 "
3034,Royal Melbourne Institute of Technology,2010,VIC,ATN,IPRS,"459,239 "
3034,Royal Melbourne Institute of Technology,2010,VIC,ATN,CTS,"133,544 "
3034,Royal Melbourne Institute of Technology,2010,VIC,ATN,RIBG,"1,729,006 "
3034,Royal Melbourne Institute of Technology,2010,VIC,ATN,RTS,"14,240,003 "
3034,Royal Melbourne Institute of Technology,2010,VIC,ATN,JRE,"5,369,309 "
3034,Royal Melbourne Institute of Technology,2010,VIC,ATN,SRE,"912,835 "
3038,Southern Cross University,2010,NSW,RUN,APA,"1,066,381 "
3038,Southern Cross University,2010,NSW,RUN,IPRS,"112,030 "
3038,Southern Cross University,2010,NSW,RUN,CTS,"35,461 "
3038,Southern Cross University,2010,NSW,RUN,RIBG,"363,294 "
3038,Southern Cross University,2010,NSW,RUN,RTS,"3,435,352 "
3038,Southern Cross University,2010,NSW,RUN,JRE,"1,674,557 "
3038,Southern Cross University,2010,NSW,RUN,SRE,"445,649 "
2177,Swinburne University of Technology,2010,VIC,non-aligned,APA,"1,620,109 "
2177,Swinburne University of Technology,2010,VIC,non-aligned,IPRS,"190,139 "
2177,Swinburne University of Technology,2010,VIC,non-aligned,CTS,"55,225 "
2177,Swinburne University of Technology,2010,VIC,non-aligned,RIBG,"1,283,473 "
